FACTOR	P-VALUE	CORR.P-VALUE	A	B	C	D	FREQ	BACK.FREQ.	GENES
MA0072.1.RORA_2	2.1695e-02	1.0000e+00	17	37	85	376	31.48%	18.44%	PPM1F,TEF,SNRPD3,CABIN1,HIC2,FAM211B,PANX2,ZDHHC8P1,SELO,GGA1,GUCD1,UBE2L3,TTLL12,TUBGCP6,SDF2L1,ACO2,ELFN2,CYTH4,GGT1,CES5AP1
MA0158.1.HOXA5	2.2401e-02	1.0000e+00	10	44	39	422	18.52%	8.46%	SELO,TRABD,TEF,BCR,ZDHHC8P1,TTLL12,PATZ1,PANX2,ELFN2,CES5AP1
MA0500.1.Myog	3.6057e-02	1.0000e+00	43	11	308	153	79.63%	66.81%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,HPS4,PDXP,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GGT1,PATZ1,TSPO,CYTH4,ELFN2,SELO,HIC2,TRIOBP,ZDHHC8P1,SRRD,TUBGCP6,CES5AP1
MA0521.1.Tcf12	4.0019e-02	1.0000e+00	42	12	300	161	77.78%	65.08%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,HPS4,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GGT1,PATZ1,TSPO,CYTH4,ELFN2,SELO,HIC2,TRIOBP,ZDHHC8P1,SRRD,TUBGCP6,CES5AP1
MA0465.1.CDX2	7.3169e-02	1.0000e+00	13	41	70	391	24.07%	15.18%	ASPHD2,PPM1F,SELO,TRIOBP,CABIN1,TOB2,ZDHHC8P1,GGA1,TEF,PANX2,ACO2,CES5AP1
MA0591.1.Bach1::Mafk	1.0578e-01	1.0000e+00	30	24	210	251	55.56%	45.55%	MFNG,FAM211B,LIMK2,UBE2L3,PDXP,PANX2,BCR,DRG1,CABIN1,TOB2,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GGT1,PATZ1,ACO2,CYTH4,ELFN2,SELO,TRIOBP,ZDHHC8P1,TUBGCP6,CES5AP1
MA0501.1.NFE2::MAF	1.1077e-01	1.0000e+00	20	34	129	332	37.04%	27.98%	PPM1F,DRG1,TEF,TRIOBP,TOB2,LIMK2,TSPO,ZDHHC8P1,MIAT,SELO,UBE2L3,TTLL12,PATZ1,PANX2,ACO2,ELFN2,BCR,CES5AP1
MA0494.1.Nr1h3::Rxra	1.2011e-01	1.0000e+00	26	28	179	282	48.15%	38.83%	DRG1,SELO,MFNG,TRIOBP,CABIN1,LIMK2,PANX2,ZDHHC8P1,GGA1,SUSD2,ELFN2,TUBGCP6,PATZ1,SDF2L1,ACO2,TSPO,CYTH4,BCR,CES5AP1
MA0493.1.Klf1	1.2291e-01	1.0000e+00	48	6	376	85	88.89%	81.56%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,UBE2L3,PDXP,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,GGT1,TUBGCP6,CES5AP1
MA0469.1.E2F3	1.5052e-01	1.0000e+00	46	8	360	101	85.19%	78.09%	ASPHD2,MFNG,LIMK2,LARGE,HPS4,UBE2L3,PDXP,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,GGA1,GUCD1,MCAT,PATZ1,TSPO,CYTH4,ELFN2,SELO,SNRPD3,HIC2,TRIOBP,ZDHHC8P1,SRRD,TUBGCP6,CES5AP1
MA0101.1.REL	1.7453e-01	1.0000e+00	27	27	195	266	50.0%	42.3%	MFNG,LIMK2,LARGE,PANX2,BCR,PPM1F,TRABD,TEF,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,PATZ1,TSPO,ELFN2,SELO,SNRPD3,TRIOBP,ZDHHC8P1,TUBGCP6,CES5AP1
MA0499.1.Myod1	1.7739e-01	1.0000e+00	42	12	326	135	77.78%	70.72%	ASPHD2,MFNG,FAM211B,LARGE,HPS4,PDXP,PANX2,BCR,PPM1F,DRG1,CABIN1,TOB2,TRABD,TEF,MIAT,SUSD2,TTLL12,SDF2L1,GGA1,GGT1,PATZ1,TSPO,CYTH4,ELFN2,SELO,HIC2,TRIOBP,ZDHHC8P1,SRRD,TUBGCP6,CES5AP1
MA0133.1.BRCA1	1.8833e-01	1.0000e+00	20	34	139	322	37.04%	30.15%	GGA1,SELO,FAM211B,CABIN1,TOB2,LIMK2,PANX2,TRIOBP,TEF,LARGE,GGT1,SUSD2,ELFN2,TUBGCP6,PATZ1,SDF2L1,TSPO,CYTH4,BCR,CES5AP1
MA0140.2.TAL1::GATA1	1.9015e-01	1.0000e+00	12	42	76	385	22.22%	16.49%	PPM1F,FAM211B,TOB2,TTLL12,ZDHHC8P1,GGA1,HPS4,GGT1,TEF,PATZ1,PDXP,SRRD,SDF2L1,PANX2,ELFN2
MA0100.2.Myb	1.9065e-01	1.0000e+00	24	30	172	289	44.44%	37.31%	ASPHD2,LIMK2,UBE2L3,PANX2,BCR,PPM1F,DRG1,CABIN1,TRABD,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,TSPO,ELFN2,SELO,SNRPD3,TRIOBP,ZDHHC8P1,CES5AP1
MA0067.1.Pax2	2.0664e-01	1.0000e+00	14	40	93	368	25.93%	20.17%	GGA1,PPM1F,SELO,MFNG,TRIOBP,TRABD,LARGE,SUSD2,TUBGCP6,MCAT,PANX2,TSPO,CYTH4,ELFN2
MA0003.2.TFAP2A	2.0679e-01	1.0000e+00	46	8	366	95	85.19%	79.39%	ASPHD2,MFNG,FAM211B,LIMK2,LARGE,HPS4,UBE2L3,PDXP,PANX2,BCR,PPM1F,CABIN1,TOB2,TRABD,TEF,SUSD2,TTLL12,SDF2L1,GGA1,GUCD1,MCAT,PATZ1,ACO2,TSPO,CYTH4,ELFN2,SELO,SNRPD3,TRIOBP,ZDHHC8P1,GGT1,SRRD,TUBGCP6,CES5AP1
